datetime,hour_of_year,day,hour_of_day,day_hour,kw_factor,grain_factor,kw
11/21/18 21:00,7797,2wed,21,2wed_21,0,0,0
11/21/18 22:00,7798,2wed,22,2wed_22,0,0,0
11/21/18 23:00,7799,2wed,23,2wed_23,0,0,0
11/22/18 0:00,7800,3thu,0,3thu_00,0,0,0
11/22/18 1:00,7801,3thu,1,3thu_01,0,0,0
11/22/18 2:00,7802,3thu,2,3thu_02,0,0,0
11/22/18 3:00,7803,3thu,3,3thu_03,0,0,0
11/22/18 4:00,7804,3thu,4,3thu_04,84.76218,84.76218,0
11/22/18 5:00,7805,3thu,5,3thu_05,36.7982,36.7982,0
11/22/18 6:00,7806,3thu,6,3thu_06,0,0,0
11/22/18 7:00,7807,3thu,7,3thu_07,0,0,0
11/22/18 8:00,7808,3thu,8,3thu_08,0,0,0
11/22/18 9:00,7809,3thu,9,3thu_09,33.2126,33.2126,0
11/22/18 10:00,7810,3thu,10,3thu_10,21.62884,21.62884,0
11/22/18 11:00,7811,3thu,11,3thu_11,0,0,0
11/22/18 12:00,7812,3thu,12,3thu_12,213.69372,213.69372,0
11/22/18 13:00,7813,3thu,13,3thu_13,0,0,0
11/22/18 14:00,7814,3thu,14,3thu_14,0,0,0
11/22/18 15:00,7815,3thu,15,3thu_15,0,0,0
11/22/18 16:00,7816,3thu,16,3thu_16,0,0,0
11/22/18 17:00,7817,3thu,17,3thu_17,0,0,0
11/22/18 18:00,7818,3thu,18,3thu_18,0,0,0
11/22/18 19:00,7819,3thu,19,3thu_19,0,0,0
11/22/18 20:00,7820,3thu,20,3thu_20,0,0,0
11/22/18 21:00,7821,3thu,21,3thu_21,0,0,0
11/22/18 22:00,7822,3thu,22,3thu_22,0,0,0
11/22/18 23:00,7823,3thu,23,3thu_23,0,0,0
11/23/18 0:00,7824,4fri,0,4fri_00,0,0,0
11/23/18 1:00,7825,4fri,1,4fri_01,0,0,0.426334426
11/23/18 2:00,7826,4fri,2,4fri_02,17.11352,17.11352,0.426334426
11/23/18 3:00,7827,4fri,3,4fri_03,0,0,0.426334426
11/23/18 4:00,7828,4fri,4,4fri_04,33.89188,33.89188,0.426334426
11/23/18 5:00,7829,4fri,5,4fri_05,8.01982,8.01982,0.426334426
11/23/18 6:00,7830,4fri,6,4fri_06,16.83966,16.83966,0
11/23/18 7:00,7831,4fri,7,4fri_07,0,0,0
11/23/18 8:00,7832,4fri,8,4fri_08,25.14234,25.14234,0
11/23/18 9:00,7833,4fri,9,4fri_09,0,0,0
11/23/18 10:00,7834,4fri,10,4fri_10,0,0,0
11/23/18 11:00,7835,4fri,11,4fri_11,76.4739,76.4739,0
11/23/18 12:00,7836,4fri,12,4fri_12,0,0,0
11/23/18 13:00,7837,4fri,13,4fri_13,54.95316,54.95316,0
11/23/18 14:00,7838,4fri,14,4fri_14,0,0,0
11/23/18 15:00,7839,4fri,15,4fri_15,0,0,0
11/23/18 16:00,7840,4fri,16,4fri_16,0,0,0
11/23/18 17:00,7841,4fri,17,4fri_17,0.0036,0.0036,0
11/23/18 18:00,7842,4fri,18,4fri_18,0,0,0
11/23/18 19:00,7843,4fri,19,4fri_19,0,0,0
11/23/18 20:00,7844,4fri,20,4fri_20,0,0,0
11/23/18 21:00,7845,4fri,21,4fri_21,0,0,0
11/23/18 22:00,7846,4fri,22,4fri_22,0,0,0
11/23/18 23:00,7847,4fri,23,4fri_23,0,0,0
11/24/18 0:00,7848,5sat,0,5sat_00,0,0,0
11/24/18 1:00,7849,5sat,1,5sat_01,0,0,0.426334426
11/24/18 2:00,7850,5sat,2,5sat_02,0,0,0.426334426
11/24/18 3:00,7851,5sat,3,5sat_03,0,0,0.426334426
11/24/18 4:00,7852,5sat,4,5sat_04,0,0,0.426334426
11/24/18 5:00,7853,5sat,5,5sat_05,0,0,0.426334426
11/24/18 6:00,7854,5sat,6,5sat_06,0,0,0
11/24/18 7:00,7855,5sat,7,5sat_07,11.64506,11.64506,0
11/24/18 8:00,7856,5sat,8,5sat_08,0.72792,0.72792,0
11/24/18 9:00,7857,5sat,9,5sat_09,22.7027,22.7027,0
11/24/18 10:00,7858,5sat,10,5sat_10,0.33154,0.33154,0
11/24/18 11:00,7859,5sat,11,5sat_11,129.75494,129.75494,0
11/24/18 12:00,7860,5sat,12,5sat_12,0,0,0
11/24/18 13:00,7861,5sat,13,5sat_13,0.58738,0.58738,0
11/24/18 14:00,7862,5sat,14,5sat_14,0,0,0
11/24/18 15:00,7863,5sat,15,5sat_15,0,0,0
11/24/18 16:00,7864,5sat,16,5sat_16,0,0,0
11/24/18 17:00,7865,5sat,17,5sat_17,0,0,0
11/24/18 18:00,7866,5sat,18,5sat_18,0,0,0
11/24/18 19:00,7867,5sat,19,5sat_19,0,0,0
11/24/18 20:00,7868,5sat,20,5sat_20,0,0,0
11/24/18 21:00,7869,5sat,21,5sat_21,0,0,0
11/24/18 22:00,7870,5sat,22,5sat_22,0,0,0
11/24/18 23:00,7871,5sat,23,5sat_23,0,0,0
11/25/18 0:00,7872,6sun,0,6sun_00,0,0,0
11/25/18 1:00,7873,6sun,1,6sun_01,27.78378,27.78378,0.426334426
11/25/18 2:00,7874,6sun,2,6sun_02,1.9063,1.9063,0.426334426
11/25/18 3:00,7875,6sun,3,6sun_03,0,0,0.426334426
11/25/18 4:00,7876,6sun,4,6sun_04,0,0,0.426334426
11/25/18 5:00,7877,6sun,5,6sun_05,0.0036,0.0036,0.426334426
11/25/18 6:00,7878,6sun,6,6sun_06,73.6072,73.6072,0
11/25/18 7:00,7879,6sun,7,6sun_07,0.24864,0.24864,0
11/25/18 8:00,7880,6sun,8,6sun_08,0,0,0
11/25/18 9:00,7881,6sun,9,6sun_09,27.35316,27.35316,0
11/25/18 10:00,7882,6sun,10,6sun_10,2.02162,2.02162,0
11/25/18 11:00,7883,6sun,11,6sun_11,0.0072,0.0072,0
11/25/18 12:00,7884,6sun,12,6sun_12,220.18738,220.18738,0
11/25/18 13:00,7885,6sun,13,6sun_13,112.91168,112.91168,0
11/25/18 14:00,7886,6sun,14,6sun_14,0,0,0
11/25/18 15:00,7887,6sun,15,6sun_15,0,0,0
11/25/18 16:00,7888,6sun,16,6sun_16,0,0,0
11/25/18 17:00,7889,6sun,17,6sun_17,0,0,0
11/25/18 18:00,7890,6sun,18,6sun_18,0,0,0
11/25/18 19:00,7891,6sun,19,6sun_19,0,0,0
11/25/18 20:00,7892,6sun,20,6sun_20,0,0,0
11/25/18 21:00,7893,6sun,21,6sun_21,0,0,0
11/25/18 22:00,7894,6sun,22,6sun_22,0,0,0
11/25/18 23:00,7895,6sun,23,6sun_23,0,0,0
11/26/18 0:00,7896,0mon,0,0mon_00,0,0,0
11/26/18 1:00,7897,0mon,1,0mon_01,0,0,0.426334426
11/26/18 2:00,7898,0mon,2,0mon_02,0,0,0.426334426
11/26/18 3:00,7899,0mon,3,0mon_03,0,0,0.426334426
11/26/18 4:00,7900,0mon,4,0mon_04,0,0,0.426334426
11/26/18 5:00,7901,0mon,5,0mon_05,26.4955,26.4955,0.426334426
11/26/18 6:00,7902,0mon,6,0mon_06,5.22882,5.22882,0
11/26/18 7:00,7903,0mon,7,0mon_07,9.3153,9.3153,0
11/26/18 8:00,7904,0mon,8,0mon_08,0,0,0
11/26/18 9:00,7905,0mon,9,0mon_09,0.01442,0.01442,0
11/26/18 10:00,7906,0mon,10,0mon_10,3.16578,3.16578,0
11/26/18 11:00,7907,0mon,11,0mon_11,61.51352,61.51352,0
11/26/18 12:00,7908,0mon,12,0mon_12,263.009,263.009,0
11/26/18 13:00,7909,0mon,13,0mon_13,226.61802,226.61802,0
11/26/18 14:00,7910,0mon,14,0mon_14,0,0,0
11/26/18 15:00,7911,0mon,15,0mon_15,0,0,0
11/26/18 16:00,7912,0mon,16,0mon_16,0,0,0
11/26/18 17:00,7913,0mon,17,0mon_17,0,0,0
11/26/18 18:00,7914,0mon,18,0mon_18,0,0,0
11/26/18 19:00,7915,0mon,19,0mon_19,0,0,0
11/26/18 20:00,7916,0mon,20,0mon_20,0,0,0
11/26/18 21:00,7917,0mon,21,0mon_21,0,0,0
11/26/18 22:00,7918,0mon,22,0mon_22,0,0,0
11/26/18 23:00,7919,0mon,23,0mon_23,0,0,0
11/27/18 0:00,7920,1tue,0,1tue_00,0,0,0
11/27/18 1:00,7921,1tue,1,1tue_01,0,0,0.426334426
11/27/18 2:00,7922,1tue,2,1tue_02,0,0,0.426334426
11/27/18 3:00,7923,1tue,3,1tue_03,0,0,0.426334426
11/27/18 4:00,7924,1tue,4,1tue_04,74.05408,74.05408,0.426334426
11/27/18 5:00,7925,1tue,5,1tue_05,0,0,0.426334426
11/27/18 6:00,7926,1tue,6,1tue_06,41.56756,41.56756,0
11/27/18 7:00,7927,1tue,7,1tue_07,62.54414,62.54414,0
11/27/18 8:00,7928,1tue,8,1tue_08,0,0,0
11/27/18 9:00,7929,1tue,9,1tue_09,0,0,0
11/27/18 10:00,7930,1tue,10,1tue_10,97.44322,97.44322,0
11/27/18 11:00,7931,1tue,11,1tue_11,15.28288,15.28288,0
11/27/18 12:00,7932,1tue,12,1tue_12,108.3982,108.3982,0
11/27/18 13:00,7933,1tue,13,1tue_13,1.0162,1.0162,0
11/27/18 14:00,7934,1tue,14,1tue_14,0,0,0
11/27/18 15:00,7935,1tue,15,1tue_15,0,0,0
11/27/18 16:00,7936,1tue,16,1tue_16,0,0,0
11/27/18 17:00,7937,1tue,17,1tue_17,0,0,0
11/27/18 18:00,7938,1tue,18,1tue_18,0,0,0
11/27/18 19:00,7939,1tue,19,1tue_19,0,0,0
11/27/18 20:00,7940,1tue,20,1tue_20,0,0,0
11/27/18 21:00,7941,1tue,21,1tue_21,0,0,0
11/27/18 22:00,7942,1tue,22,1tue_22,0,0,0
11/27/18 23:00,7943,1tue,23,1tue_23,0,0,0.852668852
11/28/18 0:00,7944,2wed,0,2wed_00,0,0,0.852668852
11/28/18 1:00,7945,2wed,1,2wed_01,0,0,0.852668852
11/28/18 2:00,7946,2wed,2,2wed_02,0,0,0.852668852
11/28/18 3:00,7947,2wed,3,2wed_03,66.48648,66.48648,0.852668852
11/28/18 4:00,7948,2wed,4,2wed_04,0,0,0
11/28/18 5:00,7949,2wed,5,2wed_05,0,0,0
11/28/18 6:00,7950,2wed,6,2wed_06,0,0,0
11/28/18 7:00,7951,2wed,7,2wed_07,0,0,0
11/28/18 8:00,7952,2wed,8,2wed_08,0,0,0
11/28/18 9:00,7953,2wed,9,2wed_09,0,0,0
11/28/18 10:00,7954,2wed,10,2wed_10,0,0,0
11/28/18 11:00,7955,2wed,11,2wed_11,0,0,0
11/28/18 12:00,7956,2wed,12,2wed_12,254.02164,254.02164,0
11/28/18 13:00,7957,2wed,13,2wed_13,0,0,0
11/28/18 14:00,7958,2wed,14,2wed_14,0,0,0
11/28/18 15:00,7959,2wed,15,2wed_15,0,0,0
11/28/18 16:00,7960,2wed,16,2wed_16,0,0,0
11/28/18 17:00,7961,2wed,17,2wed_17,0,0,0
11/28/18 18:00,7962,2wed,18,2wed_18,0,0,0
11/28/18 19:00,7963,2wed,19,2wed_19,0,0,0
11/28/18 20:00,7964,2wed,20,2wed_20,0,0,0
11/28/18 21:00,7965,2wed,21,2wed_21,0,0,0
11/28/18 22:00,7966,2wed,22,2wed_22,0,0,0
11/28/18 23:00,7967,2wed,23,2wed_23,0,0,0
11/29/18 0:00,7968,3thu,0,3thu_00,0,0,0
11/29/18 1:00,7969,3thu,1,3thu_01,0,0,0
11/29/18 2:00,7970,3thu,2,3thu_02,3.53514,3.53514,0
11/29/18 3:00,7971,3thu,3,3thu_03,0,0,0
11/29/18 4:00,7972,3thu,4,3thu_04,15.35676,15.35676,0
11/29/18 5:00,7973,3thu,5,3thu_05,36.7982,36.7982,0
11/29/18 6:00,7974,3thu,6,3thu_06,16.6991,16.6991,0
11/29/18 7:00,7975,3thu,7,3thu_07,0,0,0
11/29/18 8:00,7976,3thu,8,3thu_08,0,0,0
11/29/18 9:00,7977,3thu,9,3thu_09,33.2126,33.2126,0
11/29/18 10:00,7978,3thu,10,3thu_10,21.62884,21.62884,0
11/29/18 11:00,7979,3thu,11,3thu_11,0,0,0
11/29/18 12:00,7980,3thu,12,3thu_12,213.69372,213.69372,0
11/29/18 13:00,7981,3thu,13,3thu_13,0,0,0
11/29/18 14:00,7982,3thu,14,3thu_14,0,0,0
11/29/18 15:00,7983,3thu,15,3thu_15,0,0,0
11/29/18 16:00,7984,3thu,16,3thu_16,0,0,0
11/29/18 17:00,7985,3thu,17,3thu_17,0,0,0
11/29/18 18:00,7986,3thu,18,3thu_18,0,0,0
11/29/18 19:00,7987,3thu,19,3thu_19,0,0,0
11/29/18 20:00,7988,3thu,20,3thu_20,0,0,0
11/29/18 21:00,7989,3thu,21,3thu_21,0,0,0
11/29/18 22:00,7990,3thu,22,3thu_22,0,0,0
11/29/18 23:00,7991,3thu,23,3thu_23,0,0,0
11/30/18 0:00,7992,4fri,0,4fri_00,0,0,0
11/30/18 1:00,7993,4fri,1,4fri_01,0,0,0.426334426
11/30/18 2:00,7994,4fri,2,4fri_02,17.11352,17.11352,0.426334426
11/30/18 3:00,7995,4fri,3,4fri_03,4.43964,4.43964,0.426334426
11/30/18 4:00,7996,4fri,4,4fri_04,33.89188,33.89188,0.426334426
11/30/18 5:00,7997,4fri,5,4fri_05,0,0,0.426334426
11/30/18 6:00,7998,4fri,6,4fri_06,0,0,0
11/30/18 7:00,7999,4fri,7,4fri_07,0,0,0
11/30/18 8:00,8000,4fri,8,4fri_08,25.14234,25.14234,0
11/30/18 9:00,8001,4fri,9,4fri_09,0,0,0
11/30/18 10:00,8002,4fri,10,4fri_10,0,0,0
11/30/18 11:00,8003,4fri,11,4fri_11,76.4739,76.4739,0
11/30/18 12:00,8004,4fri,12,4fri_12,0,0,0
11/30/18 13:00,8005,4fri,13,4fri_13,0,0,0
11/30/18 14:00,8006,4fri,14,4fri_14,0,0,0
11/30/18 15:00,8007,4fri,15,4fri_15,0,0,0
11/30/18 16:00,8008,4fri,16,4fri_16,0,0,0
11/30/18 17:00,8009,4fri,17,4fri_17,0.0036,0.0036,0
11/30/18 18:00,8010,4fri,18,4fri_18,0,0,0
11/30/18 19:00,8011,4fri,19,4fri_19,0,0,0
11/30/18 20:00,8012,4fri,20,4fri_20,0,0,0
11/30/18 21:00,8013,4fri,21,4fri_21,0,0,0
11/30/18 22:00,8014,4fri,22,4fri_22,0,0,0
11/30/18 23:00,8015,4fri,23,4fri_23,0,0,0
12/1/18 0:00,8016,5sat,0,5sat_00,0,0,0
12/1/18 1:00,8017,5sat,1,5sat_01,0,0,0.426334426
12/1/18 2:00,8018,5sat,2,5sat_02,36.2883,36.2883,0.426334426
12/1/18 3:00,8019,5sat,3,5sat_03,0,0,0.426334426
12/1/18 4:00,8020,5sat,4,5sat_04,14.63782,14.63782,0.426334426
12/1/18 5:00,8021,5sat,5,5sat_05,71.74774,71.74774,0.426334426
12/1/18 6:00,8022,5sat,6,5sat_06,0,0,0
12/1/18 7:00,8023,5sat,7,5sat_07,1.17656,1.17656,0
12/1/18 8:00,8024,5sat,8,5sat_08,0.72792,0.72792,0
12/1/18 9:00,8025,5sat,9,5sat_09,0,0,0
12/1/18 10:00,8026,5sat,10,5sat_10,0,0,0
12/1/18 11:00,8027,5sat,11,5sat_11,0,0,0
12/1/18 12:00,8028,5sat,12,5sat_12,195.37656,195.37656,0
12/1/18 13:00,8029,5sat,13,5sat_13,0.0036,0.0036,0
12/1/18 14:00,8030,5sat,14,5sat_14,0,0,0
12/1/18 15:00,8031,5sat,15,5sat_15,0,0,0
12/1/18 16:00,8032,5sat,16,5sat_16,0,0,0
12/1/18 17:00,8033,5sat,17,5sat_17,0,0,0
12/1/18 18:00,8034,5sat,18,5sat_18,0,0,0
12/1/18 19:00,8035,5sat,19,5sat_19,0,0,0
12/1/18 20:00,8036,5sat,20,5sat_20,0,0,0
12/1/18 21:00,8037,5sat,21,5sat_21,0,0,0
12/1/18 22:00,8038,5sat,22,5sat_22,0,0,0
12/1/18 23:00,8039,5sat,23,5sat_23,0,0,0
12/2/18 0:00,8040,6sun,0,6sun_00,0,0,0
12/2/18 1:00,8041,6sun,1,6sun_01,27.78378,27.78378,0.426334426
12/2/18 2:00,8042,6sun,2,6sun_02,0,0,0.426334426
12/2/18 3:00,8043,6sun,3,6sun_03,0,0,0.426334426
12/2/18 4:00,8044,6sun,4,6sun_04,0,0,0.426334426
12/2/18 5:00,8045,6sun,5,6sun_05,0,0,0.426334426
12/2/18 6:00,8046,6sun,6,6sun_06,0,0,0
12/2/18 7:00,8047,6sun,7,6sun_07,47.0847,47.0847,0
12/2/18 8:00,8048,6sun,8,6sun_08,0,0,0
12/2/18 9:00,8049,6sun,9,6sun_09,0,0,0
12/2/18 10:00,8050,6sun,10,6sun_10,2.02162,2.02162,0
12/2/18 11:00,8051,6sun,11,6sun_11,114.48106,114.48106,0
12/2/18 12:00,8052,6sun,12,6sun_12,56.73694,56.73694,0
12/2/18 13:00,8053,6sun,13,6sun_13,145.88652,145.88652,0
12/2/18 14:00,8054,6sun,14,6sun_14,0,0,0
12/2/18 15:00,8055,6sun,15,6sun_15,0,0,0
12/2/18 16:00,8056,6sun,16,6sun_16,0,0,0
12/2/18 17:00,8057,6sun,17,6sun_17,0,0,0
12/2/18 18:00,8058,6sun,18,6sun_18,0,0,0
12/2/18 19:00,8059,6sun,19,6sun_19,0,0,0
12/2/18 20:00,8060,6sun,20,6sun_20,0,0,0
12/2/18 21:00,8061,6sun,21,6sun_21,0,0,0
12/2/18 22:00,8062,6sun,22,6sun_22,0,0,0
12/2/18 23:00,8063,6sun,23,6sun_23,0,0,0
12/3/18 0:00,8064,0mon,0,0mon_00,0,0,0
12/3/18 1:00,8065,0mon,1,0mon_01,0.0054,0.0054,0.426334426
12/3/18 2:00,8066,0mon,2,0mon_02,0,0,0.426334426
12/3/18 3:00,8067,0mon,3,0mon_03,0,0,0.426334426
12/3/18 4:00,8068,0mon,4,0mon_04,0,0,0.426334426
12/3/18 5:00,8069,0mon,5,0mon_05,13.4036,13.4036,0.426334426
12/3/18 6:00,8070,0mon,6,0mon_06,38.17296,38.17296,0
12/3/18 7:00,8071,0mon,7,0mon_07,9.3153,9.3153,0
12/3/18 8:00,8072,0mon,8,0mon_08,0,0,0
12/3/18 9:00,8073,0mon,9,0mon_09,0.01442,0.01442,0
12/3/18 10:00,8074,0mon,10,0mon_10,0,0,0
12/3/18 11:00,8075,0mon,11,0mon_11,0,0,0
12/3/18 12:00,8076,0mon,12,0mon_12,0.84686,0.84686,0
12/3/18 13:00,8077,0mon,13,0mon_13,30.25044,30.25044,0
12/3/18 14:00,8078,0mon,14,0mon_14,0,0,0
12/3/18 15:00,8079,0mon,15,0mon_15,0,0,0
12/3/18 16:00,8080,0mon,16,0mon_16,0,0,0
12/3/18 17:00,8081,0mon,17,0mon_17,0,0,0
12/3/18 18:00,8082,0mon,18,0mon_18,0,0,0
12/3/18 19:00,8083,0mon,19,0mon_19,0,0,0
12/3/18 20:00,8084,0mon,20,0mon_20,0,0,0
12/3/18 21:00,8085,0mon,21,0mon_21,0,0,0
12/3/18 22:00,8086,0mon,22,0mon_22,0,0,0
12/3/18 23:00,8087,0mon,23,0mon_23,0,0,0
12/4/18 0:00,8088,1tue,0,1tue_00,0,0,0
12/4/18 1:00,8089,1tue,1,1tue_01,0,0,0.426334426
12/4/18 2:00,8090,1tue,2,1tue_02,0,0,0.426334426
12/4/18 3:00,8091,1tue,3,1tue_03,0,0,0.426334426
12/4/18 4:00,8092,1tue,4,1tue_04,74.05408,74.05408,0.426334426
12/4/18 5:00,8093,1tue,5,1tue_05,0,0,0.426334426
12/4/18 6:00,8094,1tue,6,1tue_06,0,0,0
12/4/18 7:00,8095,1tue,7,1tue_07,62.54414,62.54414,0
12/4/18 8:00,8096,1tue,8,1tue_08,0,0,0
12/4/18 9:00,8097,1tue,9,1tue_09,0,0,0
12/4/18 10:00,8098,1tue,10,1tue_10,97.44322,97.44322,0
12/4/18 11:00,8099,1tue,11,1tue_11,37.42342,37.42342,0
12/4/18 12:00,8100,1tue,12,1tue_12,108.3982,108.3982,0
12/4/18 13:00,8101,1tue,13,1tue_13,120.57474,120.57474,0
12/4/18 14:00,8102,1tue,14,1tue_14,0,0,0
12/4/18 15:00,8103,1tue,15,1tue_15,0,0,0
12/4/18 16:00,8104,1tue,16,1tue_16,0,0,0
12/4/18 17:00,8105,1tue,17,1tue_17,0,0,0
12/4/18 18:00,8106,1tue,18,1tue_18,0,0,0
12/4/18 19:00,8107,1tue,19,1tue_19,0,0,0
12/4/18 20:00,8108,1tue,20,1tue_20,0,0,0
12/4/18 21:00,8109,1tue,21,1tue_21,0,0,0
12/4/18 22:00,8110,1tue,22,1tue_22,0,0,0
12/4/18 23:00,8111,1tue,23,1tue_23,0,0,0.852668852
12/5/18 0:00,8112,2wed,0,2wed_00,0,0,0.852668852
12/5/18 1:00,8113,2wed,1,2wed_01,0,0,0.852668852
12/5/18 2:00,8114,2wed,2,2wed_02,12.64506,12.64506,0.852668852
12/5/18 3:00,8115,2wed,3,2wed_03,0.88468,0.88468,0.852668852
12/5/18 4:00,8116,2wed,4,2wed_04,0,0,0
12/5/18 5:00,8117,2wed,5,2wed_05,0,0,0
12/5/18 6:00,8118,2wed,6,2wed_06,0,0,0
12/5/18 7:00,8119,2wed,7,2wed_07,14.42342,14.42342,0
12/5/18 8:00,8120,2wed,8,2wed_08,0,0,0
12/5/18 9:00,8121,2wed,9,2wed_09,0,0,0
12/5/18 10:00,8122,2wed,10,2wed_10,0,0,0
12/5/18 11:00,8123,2wed,11,2wed_11,0,0,0
12/5/18 12:00,8124,2wed,12,2wed_12,0,0,0
12/5/18 13:00,8125,2wed,13,2wed_13,19.59276,19.59276,0
12/5/18 14:00,8126,2wed,14,2wed_14,0,0,0
12/5/18 15:00,8127,2wed,15,2wed_15,0,0,0
12/5/18 16:00,8128,2wed,16,2wed_16,0,0,0
12/5/18 17:00,8129,2wed,17,2wed_17,0,0,0
12/5/18 18:00,8130,2wed,18,2wed_18,0,0,0
12/5/18 19:00,8131,2wed,19,2wed_19,0,0,0
12/5/18 20:00,8132,2wed,20,2wed_20,0,0,0
12/5/18 21:00,8133,2wed,21,2wed_21,0,0,0
12/5/18 22:00,8134,2wed,22,2wed_22,0,0,0
12/5/18 23:00,8135,2wed,23,2wed_23,0,0,0
12/6/18 0:00,8136,3thu,0,3thu_00,0,0,0
12/6/18 1:00,8137,3thu,1,3thu_01,0,0,0
12/6/18 2:00,8138,3thu,2,3thu_02,3.53514,3.53514,0
12/6/18 3:00,8139,3thu,3,3thu_03,0.009,0.009,0
12/6/18 4:00,8140,3thu,4,3thu_04,84.76218,84.76218,0
12/6/18 5:00,8141,3thu,5,3thu_05,0,0,0
12/6/18 6:00,8142,3thu,6,3thu_06,16.6991,16.6991,0
12/6/18 7:00,8143,3thu,7,3thu_07,0,0,0
12/6/18 8:00,8144,3thu,8,3thu_08,0,0,0
12/6/18 9:00,8145,3thu,9,3thu_09,0,0,0
12/6/18 10:00,8146,3thu,10,3thu_10,0,0,0
12/6/18 11:00,8147,3thu,11,3thu_11,59.7892,59.7892,0
12/6/18 12:00,8148,3thu,12,3thu_12,0,0,0
12/6/18 13:00,8149,3thu,13,3thu_13,97.92252,97.92252,0
12/6/18 14:00,8150,3thu,14,3thu_14,0,0,0
12/6/18 15:00,8151,3thu,15,3thu_15,0,0,0
12/6/18 16:00,8152,3thu,16,3thu_16,0,0,0
12/6/18 17:00,8153,3thu,17,3thu_17,0,0,0
12/6/18 18:00,8154,3thu,18,3thu_18,0,0,0
12/6/18 19:00,8155,3thu,19,3thu_19,0,0,0
12/6/18 20:00,8156,3thu,20,3thu_20,0,0,0
12/6/18 21:00,8157,3thu,21,3thu_21,0,0,0
12/6/18 22:00,8158,3thu,22,3thu_22,0,0,0
12/6/18 23:00,8159,3thu,23,3thu_23,0,0,0
12/7/18 0:00,8160,4fri,0,4fri_00,0,0,0
12/7/18 1:00,8161,4fri,1,4fri_01,0,0,0.426334426
12/7/18 2:00,8162,4fri,2,4fri_02,17.11352,17.11352,0.426334426
12/7/18 3:00,8163,4fri,3,4fri_03,0,0,0.426334426
12/7/18 4:00,8164,4fri,4,4fri_04,0,0,0.426334426
12/7/18 5:00,8165,4fri,5,4fri_05,8.01982,8.01982,0.426334426
12/7/18 6:00,8166,4fri,6,4fri_06,16.83966,16.83966,0
12/7/18 7:00,8167,4fri,7,4fri_07,0,0,0
12/7/18 8:00,8168,4fri,8,4fri_08,0,0,0
12/7/18 9:00,8169,4fri,9,4fri_09,0,0,0
12/7/18 10:00,8170,4fri,10,4fri_10,0,0,0
12/7/18 11:00,8171,4fri,11,4fri_11,0.01082,0.01082,0
12/7/18 12:00,8172,4fri,12,4fri_12,0,0,0
12/7/18 13:00,8173,4fri,13,4fri_13,54.95316,54.95316,0
12/7/18 14:00,8174,4fri,14,4fri_14,0,0,0
12/7/18 15:00,8175,4fri,15,4fri_15,0,0,0
12/7/18 16:00,8176,4fri,16,4fri_16,0,0,0
12/7/18 17:00,8177,4fri,17,4fri_17,0,0,0
12/7/18 18:00,8178,4fri,18,4fri_18,0,0,0
12/7/18 19:00,8179,4fri,19,4fri_19,0,0,0
12/7/18 20:00,8180,4fri,20,4fri_20,0,0,0
12/7/18 21:00,8181,4fri,21,4fri_21,0,0,0
12/7/18 22:00,8182,4fri,22,4fri_22,0,0,0
12/7/18 23:00,8183,4fri,23,4fri_23,0,0,0
12/8/18 0:00,8184,5sat,0,5sat_00,0,0,0
12/8/18 1:00,8185,5sat,1,5sat_01,0,0,0.426334426
12/8/18 2:00,8186,5sat,2,5sat_02,0,0,0.426334426
12/8/18 3:00,8187,5sat,3,5sat_03,0,0,0.426334426
12/8/18 4:00,8188,5sat,4,5sat_04,0,0,0.426334426
12/8/18 5:00,8189,5sat,5,5sat_05,0,0,0.426334426
12/8/18 6:00,8190,5sat,6,5sat_06,0,0,0
12/8/18 7:00,8191,5sat,7,5sat_07,0,0,0
12/8/18 8:00,8192,5sat,8,5sat_08,0,0,0
12/8/18 9:00,8193,5sat,9,5sat_09,0,0,0
12/8/18 10:00,8194,5sat,10,5sat_10,0,0,0
12/8/18 11:00,8195,5sat,11,5sat_11,0,0,0
12/8/18 12:00,8196,5sat,12,5sat_12,0,0,0
12/8/18 13:00,8197,5sat,13,5sat_13,0,0,0
12/8/18 14:00,8198,5sat,14,5sat_14,0,0,0
12/8/18 15:00,8199,5sat,15,5sat_15,0,0,0
12/8/18 16:00,8200,5sat,16,5sat_16,0,0,0
12/8/18 17:00,8201,5sat,17,5sat_17,0,0,0
12/8/18 18:00,8202,5sat,18,5sat_18,0,0,0
12/8/18 19:00,8203,5sat,19,5sat_19,0,0,0
12/8/18 20:00,8204,5sat,20,5sat_20,0,0,0
12/8/18 21:00,8205,5sat,21,5sat_21,0,0,0
12/8/18 22:00,8206,5sat,22,5sat_22,0,0,0
12/8/18 23:00,8207,5sat,23,5sat_23,0,0,0
12/9/18 0:00,8208,6sun,0,6sun_00,0,0,0
12/9/18 1:00,8209,6sun,1,6sun_01,3.51172,3.51172,0.426334426
12/9/18 2:00,8210,6sun,2,6sun_02,1.9063,1.9063,0.426334426
12/9/18 3:00,8211,6sun,3,6sun_03,28.03966,28.03966,0.426334426
12/9/18 4:00,8212,6sun,4,6sun_04,0,0,0.426334426
12/9/18 5:00,8213,6sun,5,6sun_05,0.0036,0.0036,0.426334426
12/9/18 6:00,8214,6sun,6,6sun_06,0,0,0
12/9/18 7:00,8215,6sun,7,6sun_07,47.0847,47.0847,0
12/9/18 8:00,8216,6sun,8,6sun_08,0.01802,0.01802,0
